Day,Media Buy Name,Media Buy Key,Campaign name,Campaign key,Impressions,clicks,visits,Device,,,,,,,,
02/06/2021,MB9014,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9015,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9016,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9017,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9018,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9019,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9020,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9021,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9022,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9023,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9024,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9025,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9026,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9027,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9028,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9029,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9030,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9031,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9032,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9033,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9034,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9035,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9036,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9037,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9038,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9039,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9040,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9041,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9042,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9043,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9044,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9045,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9046,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9047,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9048,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9049,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9050,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9051,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9052,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9053,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9054,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9055,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9056,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9057,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9058,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9059,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9060,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9061,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9062,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9063,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9064,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9065,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9066,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9067,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9068,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9069,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9070,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9071,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9072,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9073,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9074,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9075,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9076,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9077,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9078,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9079,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9080,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9081,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9082,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9083,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9084,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9085,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9086,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9087,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9088,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9089,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9090,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9091,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9092,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9093,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9094,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9095,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9096,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9097,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9098,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9099,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9100,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9101,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9102,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9103,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9104,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9105,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9106,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9107,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9108,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9109,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9110,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9111,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9112,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9113,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9114,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9115,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9116,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9117,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9118,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9119,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9120,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9121,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9122,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9123,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9124,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9125,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9126,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9127,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9128,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9129,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9130,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9131,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9132,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9133,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9134,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9135,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9136,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9137,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9138,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9139,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9140,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9141,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9142,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9143,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9144,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9145,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9146,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9147,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9148,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9149,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9150,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9151,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9152,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9153,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9154,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9155,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9156,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9157,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9158,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9159,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9160,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9161,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9162,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9163,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9164,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9165,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9166,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9167,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9168,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9169,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9170,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9171,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9172,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9173,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9174,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9175,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9176,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9177,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9178,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9179,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9180,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9181,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9182,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9183,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9184,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9185,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9186,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9187,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9188,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9189,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9190,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9191,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9192,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9193,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9194,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9195,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9196,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9197,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9198,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9199,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9200,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9201,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9202,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9203,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9204,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9205,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9206,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9207,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9208,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9209,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9210,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9211,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9212,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9213,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9214,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9215,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9216,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9217,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9218,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9219,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9220,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9221,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9222,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9223,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9224,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9225,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9226,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9227,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9228,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9229,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9230,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9231,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9232,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9233,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9234,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9235,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9236,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9237,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9238,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9239,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9240,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9241,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9242,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9243,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9244,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9245,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9246,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9247,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9248,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9249,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9250,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9251,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9252,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9253,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9254,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9255,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9256,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9257,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9258,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9259,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9260,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9261,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9262,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9263,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9264,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9265,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9266,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9267,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9268,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9269,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9270,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9271,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9272,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9273,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9274,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9275,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9276,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9277,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9278,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9279,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9280,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9281,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9282,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9283,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9284,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9285,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9286,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9287,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9288,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9289,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9290,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9291,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9292,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9293,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9294,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9295,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9296,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9297,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9298,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9299,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9300,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9301,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9302,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9303,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9304,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9305,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9306,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9307,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9308,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9309,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9310,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9311,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9312,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9313,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9314,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9315,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9316,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9317,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9318,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9319,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9320,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9321,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9322,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9323,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9324,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9325,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9326,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9327,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9328,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9329,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9330,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9331,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9332,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9333,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9334,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9335,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9336,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9337,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9338,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9339,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9340,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9341,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9342,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9343,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9344,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9345,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9346,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9347,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9348,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9349,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9350,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9351,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB9352,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB9353,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
